Id,Weekly_Sales
21_79_2013-06-14,21786.777
21_79_2013-06-21,20761.06
21_79_2013-06-28,20935.666
21_79_2013-07-05,21988.482
21_79_2013-07-12,20581.885
21_79_2013-07-19,19611.475
21_79_2013-07-26,19697.402
21_80_2012-11-02,-271.58176
21_80_2012-11-09,-41.488365
21_80_2012-11-16,313.45428
21_80_2012-11-23,101.92244
21_80_2012-11-30,456.2701
21_80_2012-12-07,1439.2355
21_80_2012-12-14,288.70438
21_80_2012-12-21,3374.4412
21_80_2012-12-28,-1099.9255
21_80_2013-01-04,-214.96991
21_80_2013-01-11,379.19998
21_80_2013-01-18,280.90912
21_80_2013-01-25,-69.92493
21_80_2013-02-08,-103.19035
21_80_2013-02-15,-431.24866
21_80_2013-02-22,-204.19528
21_80_2013-03-01,184.57028
21_80_2013-03-08,313.9
21_80_2013-03-15,-417.40558
21_80_2013-03-22,-267.70926
21_80_2013-03-29,-905.6856
21_80_2013-04-05,403.43796
21_80_2013-04-12,-455.52368
21_80_2013-04-19,-1.7608017
21_80_2013-04-26,-910.9957
21_80_2013-05-03,664.8077
21_80_2013-05-10,162.6718
21_80_2013-05-17,-19.021961
21_80_2013-05-24,-300.44885
21_80_2013-05-31,-99.4538
21_80_2013-06-07,-452.76874
21_80_2013-06-14,276.68344
21_80_2013-06-21,-231.50346
21_80_2013-06-28,-410.55576
21_81_2012-11-02,6129.5117
21_81_2012-11-09,5455.929
21_81_2012-11-16,6470.3506
21_81_2012-11-23,6425.3315
21_81_2012-11-30,6430.1685
21_81_2012-12-07,7640.0054
21_81_2012-12-14,6603.627
21_81_2012-12-21,9120.356
21_81_2012-12-28,4231.287
21_81_2013-01-04,4933.141
21_81_2013-01-11,5374.046
21_81_2013-01-18,5434.6147
21_81_2013-01-25,5386.7886
21_81_2013-02-01,5154.7427
21_81_2013-02-08,4784.7207
21_81_2013-02-15,4461.056
21_81_2013-02-22,4734.043
21_81_2013-03-01,4859.7905
21_81_2013-03-08,5416.4707
21_81_2013-03-15,4795.6113
21_81_2013-03-22,4748.46
21_81_2013-03-29,4119.6035
21_81_2013-04-05,5421.692
21_81_2013-04-12,4503.3745
21_81_2013-04-19,5102.1973
21_81_2013-04-26,4078.6428
21_81_2013-05-03,5577.6904
21_81_2013-05-10,5144.1147
21_81_2013-05-17,5130.712
21_81_2013-05-24,4981.208
21_81_2013-05-31,5097.0137
21_81_2013-06-07,4695.046
21_81_2013-06-14,5458.54
21_81_2013-06-21,4777.7954
21_81_2013-06-28,4682.6455
21_81_2013-07-05,4531.904
21_81_2013-07-12,4993.9634
21_81_2013-07-19,4514.06
21_81_2013-07-26,4435.9487
21_82_2012-11-02,15349.26
21_82_2012-11-09,15012.366
21_82_2012-11-16,15943.386
21_82_2012-11-23,18593.951
21_82_2012-11-30,18397.227
21_82_2012-12-07,24358.66
21_82_2012-12-14,28122.348
21_82_2012-12-21,52917.477
21_82_2012-12-28,22838.152
21_82_2013-01-04,13673.008
21_82_2013-01-11,13671.817
21_82_2013-01-18,13195.91
21_82_2013-01-25,13351.55
21_82_2013-02-01,13892.125
21_82_2013-02-08,14719.408
21_82_2013-02-15,15824.305
21_82_2013-02-22,14594.904
21_82_2013-03-01,14125.533
21_82_2013-03-08,14756.992
21_82_2013-03-15,14406.369
21_82_2013-03-22,14213.631
21_82_2013-03-29,13694.712
21_82_2013-04-05,15359.752
21_82_2013-04-12,13901.982
21_82_2013-04-19,13641.72
21_82_2013-04-26,12928.515
21_82_2013-05-03,14647.982
21_82_2013-05-10,14310.593
21_82_2013-05-17,14949.867
21_82_2013-05-24,14853.298
21_82_2013-05-31,15180.315
21_82_2013-06-07,14662.691
21_82_2013-06-14,15775.371
21_82_2013-06-21,15682.039
21_82_2013-06-28,15465.606
21_82_2013-07-05,14299.499
21_82_2013-07-12,15205.328
21_82_2013-07-19,14517.603
21_82_2013-07-26,14635.546
21_83_2012-11-02,-635.5908
21_83_2012-11-09,-729.78394
21_83_2012-11-16,-82.78811
21_83_2012-11-23,-1344.9675
21_83_2012-11-30,-322.98145
21_83_2012-12-07,130.51851
21_83_2012-12-14,-1007.9945
21_83_2012-12-21,-89.01544
21_83_2012-12-28,565.5314
21_83_2013-01-04,782.5698
21_83_2013-01-11,800.1069
21_83_2013-01-18,636.21545
21_83_2013-01-25,371.09604
21_83_2013-02-01,98.43124
21_83_2013-02-08,-263.7241
21_83_2013-02-15,309.2758
21_83_2013-02-22,410.58984
21_83_2013-03-01,361.44183
21_83_2013-03-08,569.6577
21_83_2013-03-15,441.22778
21_83_2013-03-22,368.63742
21_83_2013-03-29,-392.44327
21_83_2013-04-05,1064.0305
21_83_2013-04-12,-194.39159
21_83_2013-04-19,336.89746
21_83_2013-04-26,-134.66263
21_83_2013-05-03,280.97156
21_83_2013-05-10,40.27841
21_83_2013-05-17,152.31833
21_83_2013-05-24,-79.36317
21_83_2013-05-31,227.10495
21_83_2013-06-07,-45.9272
21_83_2013-06-14,553.3007
21_83_2013-06-21,-0.8649704
21_83_2013-06-28,179.28053
21_83_2013-07-05,-72.58389
21_83_2013-07-12,435.89462
21_83_2013-07-19,390.71503
21_83_2013-07-26,74.7776
21_85_2012-11-02,946.24414
21_85_2012-11-09,651.5112
21_85_2012-11-16,1454.8745
21_85_2012-11-23,117.073166
21_85_2012-11-30,1934.0377
21_85_2012-12-07,2328.3687
21_85_2012-12-14,2352.2102
21_85_2012-12-21,4609.995
21_85_2012-12-28,1932.7162
21_85_2013-01-04,771.41296
21_85_2013-01-11,1340.5281
21_85_2013-01-18,751.278
21_85_2013-01-25,1026.2423
21_85_2013-02-01,781.6603
21_85_2013-02-08,-87.6101
21_85_2013-02-15,224.74559
21_85_2013-02-22,565.15576
21_85_2013-03-01,211.3234
21_85_2013-03-08,628.2382
21_85_2013-03-15,774.30707
21_85_2013-03-22,969.50055
21_85_2013-03-29,179.60614
21_85_2013-04-05,1355.2562
21_85_2013-04-12,524.07245
21_85_2013-04-19,959.47687
21_85_2013-04-26,927.88104
21_85_2013-05-03,1495.9567
21_85_2013-05-10,1390.2963
21_85_2013-05-17,1568.5276
21_85_2013-05-24,1304.7485
21_85_2013-05-31,1083.9536
21_85_2013-06-07,826.49414
21_85_2013-06-14,1537.333
21_85_2013-06-21,1144.1919
21_85_2013-06-28,1384.6963
21_85_2013-07-05,778.7563
21_85_2013-07-12,1533.6716
21_85_2013-07-19,1401.7732
21_85_2013-07-26,1086.9686
21_87_2012-11-02,8945.567
21_87_2012-11-09,7232.879
21_87_2012-11-16,7461.8784
21_87_2012-11-23,6607.741
21_87_2012-11-30,8291.796
21_87_2012-12-07,8275.872
21_87_2012-12-14,8644.128
21_87_2012-12-21,11758.349
21_87_2012-12-28,8940.353
21_87_2013-01-04,7911.2954
21_87_2013-01-11,5865.674
21_87_2013-01-18,5938.364
21_87_2013-01-25,7360.398
21_87_2013-02-01,9142.823
21_87_2013-02-08,9184.591
21_87_2013-02-15,8740.163
21_87_2013-02-22,8936.008
21_87_2013-03-01,9229.047
21_87_2013-03-08,7638.9346
21_87_2013-03-15,6006.708
21_87_2013-03-22,6702.146
21_87_2013-03-29,7781.028
21_87_2013-04-05,7758.8564
21_87_2013-04-12,6359.167
21_87_2013-04-19,6603.9644
21_87_2013-04-26,5551.5444
21_87_2013-05-03,7638.1006
21_87_2013-05-10,6134.9565
21_87_2013-05-17,7309.7393
21_87_2013-05-24,7028.349
21_87_2013-05-31,8653.832
21_87_2013-06-07,8490.655
21_87_2013-06-14,8636.401
21_87_2013-06-21,7977.073
21_87_2013-06-28,8695.216
21_87_2013-07-05,8712.567
21_87_2013-07-12,8477.483
21_87_2013-07-19,8245.466
21_87_2013-07-26,7771.948
21_90_2012-11-02,12763.606
21_90_2012-11-09,12505.934
21_90_2012-11-16,12870.244
21_90_2012-11-23,13780.467
21_90_2012-11-30,13005.047
21_90_2012-12-07,14061.564
21_90_2012-12-14,15309.04
21_90_2012-12-21,15858.745
21_90_2012-12-28,9655.822
21_90_2013-01-04,12366.905
21_90_2013-01-11,13023.578
21_90_2013-01-18,11715.585
21_90_2013-01-25,11844.363
21_90_2013-02-01,12134.938
21_90_2013-02-08,12185.322
21_90_2013-02-15,12086.196
21_90_2013-02-22,12000.545
21_90_2013-03-01,12700.361
21_90_2013-03-08,12766.759
21_90_2013-03-15,11243.691
21_90_2013-03-22,10622.892
21_90_2013-03-29,10151.144
21_90_2013-04-05,11990.04
21_90_2013-04-12,11143.36
21_90_2013-04-19,11261.662
21_90_2013-04-26,10165.671
21_90_2013-05-03,11782.2
21_90_2013-05-10,11596.114
21_90_2013-05-17,11350.181
21_90_2013-05-24,9869.115
21_90_2013-05-31,10694.864
21_90_2013-06-07,10185.956
21_90_2013-06-14,11237.035
21_90_2013-06-21,10268.627
21_90_2013-06-28,10810.873
21_90_2013-07-05,10740.567
21_90_2013-07-12,11806.57
21_90_2013-07-19,10980.146
21_90_2013-07-26,9421.911
21_91_2012-11-02,7715.9175
21_91_2012-11-09,7898.2144
21_91_2012-11-16,6980.639
21_91_2012-11-23,2805.0713
21_91_2012-11-30,7618.0117
21_91_2012-12-07,9460.761
21_91_2012-12-14,7883.807
21_91_2012-12-21,7631.1836
21_91_2012-12-28,6191.227
21_91_2013-01-04,5908.104
21_91_2013-01-11,6934.2476
21_91_2013-01-18,6232.467
21_91_2013-01-25,4520.0063
21_91_2013-02-01,6156.9
21_91_2013-02-08,6564.4805
21_91_2013-02-15,6406.916
21_91_2013-02-22,5593.932
21_91_2013-03-01,6672.931
21_91_2013-03-08,6903.9883
21_91_2013-03-15,6142.4185
21_91_2013-03-22,5069.3604
21_91_2013-03-29,3375.2095
21_91_2013-04-05,5712.3154
21_91_2013-04-12,5382.567
21_91_2013-04-19,6182.3667
21_91_2013-04-26,5159.7593
21_91_2013-05-03,7388.0703
21_91_2013-05-10,7289.9624
21_91_2013-05-17,6887.186
21_91_2013-05-24,5674.073
21_91_2013-05-31,6474.1426
21_91_2013-06-07,6784.585
21_91_2013-06-14,7315.6133
21_91_2013-06-21,5644.8354
21_91_2013-06-28,6888.888
21_91_2013-07-05,6186.997
21_91_2013-07-12,9077.87
21_91_2013-07-19,7941.953
21_91_2013-07-26,5021.356
21_92_2012-11-02,30308.959
21_92_2012-11-09,31600.066
21_92_2012-11-16,30000.332
21_92_2012-11-23,32866.312
21_92_2012-11-30,27644.752
21_92_2012-12-07,33093.305
21_92_2012-12-14,34262.824
21_92_2012-12-21,38366.734
21_92_2012-12-28,24752.346
21_92_2013-01-04,22004.754
21_92_2013-01-11,24409.922
21_92_2013-01-18,23906.97
21_92_2013-01-25,20868.709
21_92_2013-02-01,25151.918
21_92_2013-02-08,26533.38
21_92_2013-02-15,26290.715
21_92_2013-02-22,23241.03
21_92_2013-03-01,26296.12
21_92_2013-03-08,27263.295
21_92_2013-03-15,23052.822
21_92_2013-03-22,20745.617
21_92_2013-03-29,18763.467
21_92_2013-04-05,27776.36
21_92_2013-04-12,22822.31
21_92_2013-04-19,22158.416
21_92_2013-04-26,20924.867
21_92_2013-05-03,26785.152
21_92_2013-05-10,25983.777
21_92_2013-05-17,23316.393
21_92_2013-05-24,20830.484
21_92_2013-05-31,22918.467
21_92_2013-06-07,23373.033
21_92_2013-06-14,24069.945
21_92_2013-06-21,21835.047
21_92_2013-06-28,23191.686
21_92_2013-07-05,24782.389
21_92_2013-07-12,25905.088
21_92_2013-07-19,26576.44
21_92_2013-07-26,22393.566
21_93_2012-11-02,1778.5349
21_93_2012-11-09,3574.099
21_93_2012-11-16,1830.7787
21_93_2012-11-23,798.26
21_93_2012-11-30,690.4826
21_93_2012-12-07,4146.7803
21_93_2012-12-14,1546.9525
21_93_2012-12-21,3842.557
21_93_2012-12-28,-284.9622
21_93_2013-01-04,-1742.0385
21_93_2013-01-11,-906.3343
21_93_2013-01-18,-2036.0695
21_93_2013-01-25,-1762.086
21_93_2013-02-01,-1880.1144
21_93_2013-02-08,20.940044
21_93_2013-02-15,-277.6936
21_93_2013-02-22,-2428.2617
21_93_2013-03-01,-1264.279
21_93_2013-03-08,-74.74307
21_93_2013-03-15,-1375.7505
21_93_2013-03-22,-1821.1316
21_93_2013-03-29,-3689.9268
21_93_2013-04-05,939.7051
21_93_2013-04-12,-434.79318
21_93_2013-04-19,-771.4999
21_93_2013-04-26,-1542.8451
21_93_2013-05-03,1314.8293
21_93_2013-05-10,1250.4666
21_93_2013-05-17,1226.5292
21_93_2013-05-24,-114.5086
21_93_2013-05-31,1055.7444
21_93_2013-06-07,-19.843292
21_93_2013-06-14,484.64728
21_93_2013-06-21,487.68414
21_93_2013-06-28,152.7957
21_93_2013-07-05,2005.286
21_93_2013-07-12,1653.5101
21_93_2013-07-19,2027.3253
21_93_2013-07-26,-734.42487
21_94_2012-11-02,499.56308
21_94_2012-11-09,-942.15656
21_94_2012-11-16,600.4098
21_94_2012-11-23,324.4139
21_94_2012-11-30,32.584435
21_94_2012-12-07,308.1053
21_94_2012-12-14,519.15796
21_94_2012-12-21,1357.1271
21_94_2012-12-28,150.62198
21_94_2013-01-04,-1264.3295
21_94_2013-01-11,-1247.2355
21_94_2013-01-18,-1911.1755
21_94_2013-01-25,-285.01276
21_94_2013-02-01,-1228.5425
21_94_2013-02-08,-590.85974
21_94_2013-02-15,4513.0864
21_94_2013-03-01,-1543.1705
21_94_2013-03-08,-660.4991
21_94_2013-03-22,-2177.3865
21_94_2013-04-05,-1575.18
21_94_2013-04-19,-2209.8286
21_94_2013-05-10,2423.8672
21_94_2013-05-17,4762.3022
21_94_2013-05-24,122.77345
21_94_2013-05-31,353.50037
21_94_2013-06-14,-1012.02856
21_94_2013-06-21,-196.43796
21_94_2013-07-12,205.80247
21_94_2013-07-19,534.33734
21_95_2012-11-02,36337.6
21_95_2012-11-09,34867.844
21_95_2012-11-16,32838.473
21_95_2012-11-23,37279.8
21_95_2012-11-30,32012.473
21_95_2012-12-07,38365.473
21_95_2012-12-14,38672.816
21_95_2012-12-21,40555.74
21_95_2012-12-28,29778.82
21_95_2013-01-04,34205.863
21_95_2013-01-11,35187.5
21_95_2013-01-18,35091.95
21_95_2013-01-25,33674.13
21_95_2013-02-01,37402.324
21_95_2013-02-08,38260.395
21_95_2013-02-15,36464.992
21_95_2013-02-22,35170.59
21_95_2013-03-01,37526.805
21_95_2013-03-08,39781.92
21_95_2013-03-15,38415.137
21_95_2013-03-22,37600.54
21_95_2013-03-29,34278.504
21_95_2013-04-05,39261.145
21_95_2013-04-12,38634.863
21_95_2013-04-19,41400.74
21_95_2013-04-26,36917.97
21_95_2013-05-03,45613.188
21_95_2013-05-10,43759.082
21_95_2013-05-17,41180.953
21_95_2013-05-24,41570.734
21_95_2013-05-31,40902.176
21_95_2013-06-07,42229.23
21_95_2013-06-14,44028.887
21_95_2013-06-21,43716.207
21_95_2013-06-28,47898.81
21_95_2013-07-05,46943.66
21_95_2013-07-12,45287.113
21_95_2013-07-19,42516.36
21_95_2013-07-26,42354.76
21_97_2012-11-02,3817.875
21_97_2012-11-09,3228.2954
21_97_2012-11-16,3668.6619
21_97_2012-11-23,1861.8732
21_97_2012-11-30,2879.3179
21_97_2012-12-07,3566.4348
21_97_2012-12-14,3154.9067
21_97_2012-12-21,3659.787
21_97_2012-12-28,1617.2808
21_97_2013-01-04,3827.78
21_97_2013-01-11,3634.846
21_97_2013-01-18,3583.0925
21_97_2013-01-25,3118.7903
21_97_2013-02-01,3208.563
21_97_2013-02-08,2554.4739
21_97_2013-02-15,2693.0935
21_97_2013-02-22,3290.3896
21_97_2013-03-01,3325.4175
21_97_2013-03-08,3981.66
21_97_2013-03-15,2501.103
21_97_2013-03-22,3027.7402
21_97_2013-03-29,1642.3977
21_97_2013-04-05,3303.5376
21_97_2013-04-12,3482.5605
21_97_2013-04-19,3065.0242
21_97_2013-04-26,2912.9734
21_97_2013-05-03,5027.1953
21_97_2013-05-10,4644.4927
21_97_2013-05-17,3546.4478
21_97_2013-05-24,3603.0845
21_97_2013-05-31,3033.4795
21_97_2013-06-07,3458.06
21_97_2013-06-14,2933.1084
21_97_2013-06-21,2663.2307
21_97_2013-06-28,4009.468
21_97_2013-07-05,3221.6003
21_97_2013-07-12,4036.3982
21_97_2013-07-19,3397.466
21_97_2013-07-26,3232.245
21_98_2012-11-02,-6.1705112
21_98_2012-11-09,-304.79645
21_98_2012-11-16,893.0246
21_98_2012-11-23,882.11615
21_98_2012-11-30,315.58252
21_98_2012-12-07,799.158
21_98_2012-12-14,432.406
21_98_2012-12-21,1212.016
21_98_2012-12-28,-132.30975
21_98_2013-01-04,-1156.2079
21_98_2013-01-11,-336.71527
21_98_2013-01-18,-146.26167
21_98_2013-01-25,106.45905
21_98_2013-02-01,250.0414
21_98_2013-02-08,123.60193
21_98_2013-02-15,-27.764301
21_98_2013-02-22,-218.92592
21_98_2013-03-01,-610.5065
21_98_2013-03-08,163.10205
21_98_2013-03-15,-784.8596
21_98_2013-03-22,143.87064
21_98_2013-03-29,-1108.4972
21_98_2013-04-05,19.405745
21_98_2013-04-12,386.22202
21_98_2013-04-19,-143.38724
21_98_2013-04-26,-414.36237
21_98_2013-05-03,1126.5056
21_98_2013-05-10,1154.9734
21_98_2013-05-17,984.17896
21_98_2013-05-24,65.25673
21_98_2013-05-31,-649.7117
21_98_2013-06-07,-593.92096
21_98_2013-06-14,-901.2969
21_98_2013-06-21,-965.79553
21_98_2013-06-28,-99.05757
21_98_2013-07-05,-795.8646
21_98_2013-07-12,84.041916
21_98_2013-07-19,-134.02722
21_99_2012-11-16,39.68972
21_99_2013-01-11,-1345.6047
22_1_2012-11-02,35830.414
22_1_2012-11-09,19652.793
22_1_2012-11-16,22089.188
22_1_2012-11-23,18579.516
22_1_2012-11-30,27247.941
22_1_2012-12-07,35475.867
22_1_2012-12-14,55125.965
22_1_2012-12-21,71577.86
22_1_2012-12-28,22966.873
22_1_2013-01-04,12675.267
22_1_2013-01-11,14422.737
22_1_2013-01-18,15213.736
22_1_2013-01-25,15622.543
22_1_2013-02-01,21698.846
22_1_2013-02-08,29034.107
22_1_2013-02-15,40261.3
22_1_2013-02-22,14850.823
22_1_2013-03-01,17749.217
22_1_2013-03-08,19387.688
22_1_2013-03-15,20903.682
22_1_2013-03-22,25173.01
22_1_2013-03-29,43719.65
22_1_2013-04-05,74285.914
22_1_2013-04-12,41005.86
22_1_2013-04-19,29534.084
22_1_2013-04-26,20062.531
22_1_2013-05-03,18918.352
22_1_2013-05-10,16066.562
22_1_2013-05-17,14184.261
22_1_2013-05-24,15086.155
22_1_2013-05-31,14879.536
22_1_2013-06-07,14538.126
22_1_2013-06-14,14908.849
22_1_2013-06-21,16764.479
22_1_2013-06-28,14057.29
22_1_2013-07-05,14857.9795
22_1_2013-07-12,14687.473
22_1_2013-07-19,16454.486
22_1_2013-07-26,14636.442
22_2_2012-11-02,54833.797
22_2_2012-11-09,56946.06
22_2_2012-11-16,58151.05
22_2_2012-11-23,56108.52
22_2_2012-11-30,58946.92
22_2_2012-12-07,63295.496
22_2_2012-12-14,71643.53
22_2_2012-12-21,86407.33
22_2_2012-12-28,49212.746
22_2_2013-01-04,48189.312
22_2_2013-01-11,49126.664
22_2_2013-01-18,53556.777
22_2_2013-01-25,45091.64
22_2_2013-02-01,47610.777
22_2_2013-02-08,45185.652
22_2_2013-02-15,48157.54
22_2_2013-02-22,47593.01
22_2_2013-03-01,50198.43
22_2_2013-03-08,47712.97
22_2_2013-03-15,49199.113
22_2_2013-03-22,46775.93
22_2_2013-03-29,47653.062
22_2_2013-04-05,54326.227
22_2_2013-04-12,48350.105
22_2_2013-04-19,49840.375
22_2_2013-04-26,49745.027
22_2_2013-05-03,49801.04
22_2_2013-05-10,45838.523
22_2_2013-05-17,46109.594
22_2_2013-05-24,48308.73
22_2_2013-05-31,47800.61
22_2_2013-06-07,49733.465
22_2_2013-06-14,49887.918
22_2_2013-06-21,50678.016
22_2_2013-06-28,49322.68
22_2_2013-07-05,49884.297
22_2_2013-07-12,49036.504
22_2_2013-07-19,50135.633
22_2_2013-07-26,49249.766
22_3_2012-11-02,7076.2393
22_3_2012-11-09,10962.377
22_3_2012-11-16,10999.455
22_3_2012-11-23,10839.307
22_3_2012-11-30,12446.847
22_3_2012-12-07,15043.667
22_3_2012-12-14,15944.507
22_3_2012-12-21,17590.95
22_3_2012-12-28,8603.274
22_3_2013-01-04,12041.814
22_3_2013-01-11,10557.337
22_3_2013-01-18,12378.677
22_3_2013-01-25,8992.588
22_3_2013-02-01,11237.361
22_3_2013-02-08,10446.482
22_3_2013-02-15,10335.327
22_3_2013-02-22,9779.742
22_3_2013-03-01,10034.315
22_3_2013-03-08,10232.269
22_3_2013-03-15,9103.501
22_3_2013-03-22,8780.049
22_3_2013-03-29,9750.161
22_3_2013-04-05,11627.845
22_3_2013-04-12,7465.131
22_3_2013-04-19,9160.22
22_3_2013-04-26,8692.275
22_3_2013-05-03,9684.583
22_3_2013-05-10,8615.286
22_3_2013-05-17,9132.603
22_3_2013-05-24,9931.58
22_3_2013-05-31,7971.8115
22_3_2013-06-07,8469.657
22_3_2013-06-14,8660.49
22_3_2013-06-21,9823.643
22_3_2013-06-28,11127.752
22_3_2013-07-05,12155.511
22_3_2013-07-12,16154.093
22_3_2013-07-19,26360.28
22_3_2013-07-26,22748.695
22_4_2012-11-02,35076.42
22_4_2012-11-09,34806.25
22_4_2012-11-16,36126.28
22_4_2012-11-23,34273.082
22_4_2012-11-30,34141.38
22_4_2012-12-07,36491.098
22_4_2012-12-14,35588.363
22_4_2012-12-21,33934.01
22_4_2012-12-28,29732.744
22_4_2013-01-04,34208.9
22_4_2013-01-11,30962.008
22_4_2013-01-18,31294.219
22_4_2013-01-25,30026.49
22_4_2013-02-01,33622.914
22_4_2013-02-08,31536.379
22_4_2013-02-15,32409.834
22_4_2013-02-22,32479.951
22_4_2013-03-01,33401.53
22_4_2013-03-08,33426.066
22_4_2013-03-15,32528.322
22_4_2013-03-22,32232.451
22_4_2013-03-29,32419.479
22_4_2013-04-05,35484.16
22_4_2013-04-12,30977.803
22_4_2013-04-19,33119.76
22_4_2013-04-26,32044.96
22_4_2013-05-03,30047.7
22_4_2013-05-10,28175.232
22_4_2013-05-17,28554.947
22_4_2013-05-24,31580.328
22_4_2013-05-31,30878.324
22_4_2013-06-07,31190.39
22_4_2013-06-14,30104.229
22_4_2013-06-21,30026.748
22_4_2013-06-28,31513.299
22_4_2013-07-05,31777.508
22_4_2013-07-12,29201.395
22_4_2013-07-19,30423.287
22_4_2013-07-26,29363.33
22_5_2012-11-02,26400.83
22_5_2012-11-09,34005.48
22_5_2012-11-16,33286.883
22_5_2012-11-23,92032.03
22_5_2012-11-30,36166.254
22_5_2012-12-07,44502.066
22_5_2012-12-14,58976.88
22_5_2012-12-21,78852.914
22_5_2012-12-28,30206.166
22_5_2013-01-04,16586.955
22_5_2013-01-11,13547.191
22_5_2013-01-18,14430.257
22_5_2013-01-25,14848.293
22_5_2013-02-01,21281.441
22_5_2013-02-08,21402.314
22_5_2013-02-15,33135.145
22_5_2013-02-22,21660.865
22_5_2013-03-01,21789.674
22_5_2013-03-08,22495.146
22_5_2013-03-15,21905.383
22_5_2013-03-22,20942.951
22_5_2013-03-29,23158.219
22_5_2013-04-05,25804.63
22_5_2013-04-12,18631.871
22_5_2013-04-19,17215.492
22_5_2013-04-26,16707.79
22_5_2013-05-03,19030.398
22_5_2013-05-10,19438.54
22_5_2013-05-17,19742.168
22_5_2013-05-24,19105.484
22_5_2013-05-31,21170.25
22_5_2013-06-07,23994.574
22_5_2013-06-14,24755.38
22_5_2013-06-21,21862.287
22_5_2013-06-28,20989.781
22_5_2013-07-05,20846.55
22_5_2013-07-12,20186.922
22_5_2013-07-19,21869.912
22_5_2013-07-26,19896.973
22_6_2012-11-02,3181.1816
22_6_2012-11-09,2020.0311
22_6_2012-11-16,1956.1843
22_6_2012-11-23,22569.143
22_6_2012-11-30,6016.6963
22_6_2012-12-07,7058.535
22_6_2012-12-14,5293.7686
22_6_2012-12-21,12500.447
22_6_2012-12-28,3346.9524
22_6_2013-01-04,637.65454
22_6_2013-01-11,1472.6748
22_6_2013-01-18,1594.6729
22_6_2013-01-25,1239.5764
22_6_2013-02-01,3849.0576
22_6_2013-02-08,2812.8132
22_6_2013-02-15,5095.046
22_6_2013-02-22,4087.8167
22_6_2013-03-01,3998.7273
22_6_2013-03-08,5135.2925
22_6_2013-03-15,3979.9143
22_6_2013-03-22,4049.6328
22_6_2013-03-29,3556.198
22_6_2013-04-05,3809.88
22_6_2013-04-12,3361.8428
22_6_2013-04-19,3956.7466
22_6_2013-04-26,3224.8186
22_6_2013-05-03,8226.015
22_6_2013-05-10,8397.275
22_6_2013-05-17,8313.707
22_6_2013-05-24,8626.068
22_6_2013-05-31,8647.966
22_6_2013-06-07,9769.548
22_6_2013-06-14,9466.72
22_6_2013-06-21,9123.627
22_6_2013-06-28,8083.882
22_6_2013-07-05,8376.297
22_6_2013-07-12,7984.732
22_6_2013-07-19,9982.042
22_6_2013-07-26,8747.466
22_7_2012-11-02,28210.201
22_7_2012-11-09,28073.03
22_7_2012-11-16,35270.92
22_7_2012-11-23,89967.04
22_7_2012-11-30,61368.883
22_7_2012-12-07,86199.98
22_7_2012-12-14,115438.6
22_7_2012-12-21,152541.98
22_7_2012-12-28,30406.76
22_7_2013-01-04,11149.952
22_7_2013-01-11,12703.599
22_7_2013-01-18,14125.591
22_7_2013-01-25,11178.109
22_7_2013-02-01,15910.199
22_7_2013-02-08,16457.799
22_7_2013-02-15,19102.025
22_7_2013-02-22,18256.566
22_7_2013-03-01,19337.459
22_7_2013-03-08,19914.17
22_7_2013-03-15,21778.02
22_7_2013-03-22,21817.436
22_7_2013-03-29,23314.326
22_7_2013-04-05,29643.045
22_7_2013-04-12,27366.021
22_7_2013-04-19,23680.76
22_7_2013-04-26,20114.025
22_7_2013-05-03,19204.852
22_7_2013-05-10,18122.281
22_7_2013-05-17,18945.295
22_7_2013-05-24,22827.928
22_7_2013-05-31,28042.61
22_7_2013-06-07,29692.941
22_7_2013-06-14,29223.23
22_7_2013-06-21,29880.16
22_7_2013-06-28,29770.906
22_7_2013-07-05,28813.498
22_7_2013-07-12,22737.098
22_7_2013-07-19,23279.348
22_7_2013-07-26,21235.58
22_8_2012-11-02,41018.793
22_8_2012-11-09,40670.07
22_8_2012-11-16,38539.082
22_8_2012-11-23,38564.41
22_8_2012-11-30,40544.86
22_8_2012-12-07,41285.76
22_8_2012-12-14,42724.973
22_8_2012-12-21,47968.926
22_8_2012-12-28,32848.81
22_8_2013-01-04,34419.01
22_8_2013-01-11,34667.867
22_8_2013-01-18,34777.645
22_8_2013-01-25,34145.004
22_8_2013-02-01,40239.867
22_8_2013-02-08,37978.96
22_8_2013-02-15,37599.74
22_8_2013-02-22,37982.277
22_8_2013-03-01,38877.38
22_8_2013-03-08,38707.355
22_8_2013-03-15,37495.48
22_8_2013-03-22,38743.523
22_8_2013-03-29,38432.58
22_8_2013-04-05,40048.637
22_8_2013-04-12,37024.344
22_8_2013-04-19,38859.59
22_8_2013-04-26,37591.145
22_8_2013-05-03,37222.316
22_8_2013-05-10,35057.766
22_8_2013-05-17,35016.312
22_8_2013-05-24,34371.586
22_8_2013-05-31,34770.164
22_8_2013-06-07,34598.336
22_8_2013-06-14,34888.64
22_8_2013-06-21,34705.87
22_8_2013-06-28,33090.875
22_8_2013-07-05,33515.273
22_8_2013-07-12,32653.023
22_8_2013-07-19,33594.91
22_8_2013-07-26,32995.223
22_9_2012-11-02,20259.588
22_9_2012-11-09,20816.982
22_9_2012-11-16,21661.178
22_9_2012-11-23,25924.705
22_9_2012-11-30,21211.97
22_9_2012-12-07,21244.752
22_9_2012-12-14,22536.006
